*0111*2011 VEGNETT*20110511*LAST*20110511*VDB SVNT*AHT
..Eksport-dato 20110511
"10"; "10"; "10"; 18.75; 50;

Komm; TransID;kode;Fra;   Til;felt;  So;  Vi; Tel; Len; Vekt;Skilting;
0111;210506153;1;0;35;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;210506154;1;0;52;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;210506155;1;0;89;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110257;1;0;62;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110258;1;0;78;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110259;1;0;241;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110260;1;0;119;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110261;1;0;166;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110262;1;0;65;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110263;1;0;27;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110264;1;0;179;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110265;1;0;33;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;265025423;1;0;60;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;265025424;1;0;26;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;265025425;1;0;16;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;265025426;1;0;18;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;265025427;1;0;186;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;265025428;1;0;25;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;265025429;1;0;59;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110268;1;0;156;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110269;1;0;52;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;265025430;1;0;3;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110271;1;0;42;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110272;1;0;92;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110273;1;0;83;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110274;1;0;11;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110275;1;0;114;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110276;1;0;147;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110277;1;0;99;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110278;1;0;48;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110279;1;0;138;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110280;1;0;92;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110281;1;0;75;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110282;1;0;237;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110283;1;0;65;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110284;1;0;209;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110285;1;0;15;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110286;1;0;40;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110287;1;0;55;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110288;1;0;75;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110289;1;0;8;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110290;1;0;232;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110291;1;0;57;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;272338090;1;0;41;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;272338091;1;0;115;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110293;1;0;229;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110294;1;0;74;1#2;T8-50;;;19.50;50.0;Ingen;
0111;145110295;1;0;316;1#2;T8-50;;;19.50;50.0;Ingen;
0111;145110296;1;0;19;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110297;1;0;131;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110298;1;0;9;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110299;1;0;9;1#2;T8-50;;;19.50;50.0;Ingen;
0111;145110300;1;0;33;1#2;T8-50;;;19.50;50.0;Ingen;
0111;145110301;1;0;285;1#2;T8-50;;;19.50;50.0;Ingen;
0111;145110302;1;0;416;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110303;1;0;29;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110304;1;0;73;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110305;1;0;137;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110306;1;0;253;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110307;1;0;161;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110308;1;0;30;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110309;1;0;175;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110310;1;0;225;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110311;1;0;27;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110312;1;0;507;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110313;1;0;86;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110314;1;0;250;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110315;1;0;61;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110316;1;0;43;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110317;1;0;30;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110318;1;0;513;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110319;1;0;312;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110320;1;0;204;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110321;1;0;571;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110322;1;0;83;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110323;1;0;564;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110324;1;0;256;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110325;1;0;60;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110326;1;0;273;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110327;1;0;100;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110328;1;0;29;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110329;1;0;51;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110330;1;0;50;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110331;1;0;2762;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110332;1;0;67;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110333;1;0;131;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110334;1;0;61;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110335;1;0;160;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110336;1;0;87;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110337;1;0;6;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110338;1;0;24;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110339;1;0;1853;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110340;1;0;115;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110341;1;0;2129;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110342;1;0;186;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110343;1;0;24;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110344;1;0;142;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110345;1;0;138;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110346;1;0;190;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110347;1;0;462;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110348;1;0;305;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110349;1;0;366;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110350;1;0;884;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110351;1;0;248;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110352;1;0;193;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110353;1;0;104;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110354;1;0;277;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110355;1;0;176;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110356;1;0;274;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110357;1;0;19;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110358;1;0;114;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110359;1;0;88;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110360;1;0;164;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110361;1;0;199;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110362;1;0;49;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110363;1;0;101;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110364;1;0;165;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110365;1;0;193;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110366;1;0;82;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110367;1;0;29;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110368;1;0;28;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110369;1;0;233;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110370;1;0;124;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110371;1;0;132;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110372;1;0;16;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110373;1;0;35;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110374;1;0;88;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110375;1;0;668;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110376;1;0;94;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;265025431;1;0;157;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;265025432;1;0;11;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110378;1;0;69;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110379;1;0;30;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110380;1;0;204;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110381;1;0;22;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110382;1;0;457;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110383;1;0;48;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110384;1;0;28;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110385;1;0;44;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110386;1;0;177;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110387;1;0;72;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110388;1;0;119;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110389;1;0;95;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110390;1;0;12;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110391;1;0;203;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110392;1;0;108;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110393;1;0;451;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110394;1;0;26;1#2;10-50;;;19.50;50.0;Ingen;
0111;265025433;1;0;127;1#2;10-50;;;19.50;50.0;Ingen;
0111;265025434;1;0;53;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110396;1;0;17;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110397;1;0;261;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110398;1;0;431;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110399;1;0;42;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110400;1;0;71;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110401;1;0;140;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110402;1;0;120;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110403;1;0;64;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110404;1;0;15;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110405;1;0;97;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110406;1;0;184;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110407;1;0;27;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110408;1;0;16;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110409;1;0;49;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110410;1;0;33;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110411;1;0;45;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110412;1;0;11;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110413;1;0;275;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110414;1;0;73;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110415;1;0;36;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110416;1;0;21;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110417;1;0;44;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110418;1;0;141;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110419;1;0;110;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110420;1;0;36;1#2;10-50;;;19.50;50.0;Ingen;
0111;159474730;1;0;11;1#2;10-50;;;19.50;50.0;Ingen;
0111;159474731;1;0;7;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110422;1;0;104;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110423;1;0;119;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110424;1;0;66;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110425;1;0;29;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110426;1;0;37;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110427;1;0;83;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110427;2;8;83;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110428;1;0;41;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;265025435;1;0;10;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;265025436;1;0;110;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110430;1;0;207;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110431;1;0;82;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110432;1;0;77;1#2;10-50;;;19.50;50.0;Ingen;
0111;145110433;1;0;25;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145110434;1;0;70;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126728;1;0;53;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;265025437;1;0;45;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;265025438;1;0;45;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126730;1;0;92;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126731;1;0;115;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126732;1;0;57;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126733;1;0;86;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126734;1;0;95;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126735;1;0;58;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126736;1;0;9;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126737;1;0;50;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126738;1;0;135;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126739;1;0;71;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126740;1;0;56;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126741;1;0;61;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126742;1;0;30;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126743;1;0;94;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126744;1;0;10;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126745;1;0;42;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126746;1;0;35;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126747;1;0;67;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126748;1;0;94;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126749;1;0;13;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126750;1;0;63;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126751;1;0;100;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
0111;145126752;1;0;163;1#2;T8-50;T8-40;T8-40;19.50;50.0;Ingen;
