*0402*2011 VEGNETT*20110511*LAST*20110511*VDB SVNT*AHT
..Eksport-dato 20110511
"10"; "10"; "10"; 18.75; 50;

Komm; TransID;kode;Fra;   Til;felt;  So;  Vi; Tel; Len; Vekt;Skilting;
0402;145313735;1;0;150;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313736;1;0;63;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313751;1;0;990;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313755;1;0;80;1#2;T8-40;T8-40;;19.50;40.0;Ingen;
0402;145313756;1;0;65;1#2;T8-40;T8-40;;19.50;40.0;Ingen;
0402;145313757;1;0;148;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313758;1;0;158;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313759;1;0;160;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313760;1;0;82;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313761;1;0;129;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;207769452;1;0;34;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;207769453;1;0;18;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313763;1;0;120;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313764;1;0;37;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313765;1;0;13;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313766;1;0;68;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313767;1;0;98;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313768;1;0;126;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313769;1;0;69;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313770;1;0;156;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;159465680;1;0;5;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;159465681;1;0;190;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313772;1;0;90;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313773;1;0;69;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;207769454;1;0;17;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;207769455;1;0;47;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313775;1;0;73;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313776;1;0;26;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313777;1;0;61;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313778;1;0;143;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313779;1;0;32;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313780;1;0;164;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313781;1;0;50;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313782;1;0;48;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313783;1;0;49;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313784;1;0;118;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313785;1;0;47;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313786;1;0;51;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313787;1;0;49;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313788;1;0;206;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313789;1;0;5;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313790;1;0;88;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313791;1;0;76;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313792;1;0;95;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313793;1;0;6;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313794;1;0;29;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313795;1;0;68;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313796;1;0;15;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313797;1;0;80;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313798;1;0;74;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313799;1;0;65;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313800;1;0;71;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313801;1;0;124;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313802;1;0;69;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313803;1;0;62;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313804;1;0;77;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313805;1;0;175;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313806;1;0;44;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313807;1;0;35;1#2;10-50;10-50;;19.50;50.0;Ingen;
0402;145313808;1;0;48;1#2;10-50;10-50;;19.50;50.0;Ingen;
