*0543*2011 VEGNETT*20110511*LAST*20110511*VDB SVNT*AHT
..Eksport-dato 20110511
"10"; "10"; "10"; 18.75; 50;

Komm; TransID;kode;Fra;   Til;felt;  So;  Vi; Tel; Len; Vekt;Skilting;
0543;145418828;1;0;211;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0543;145431334;1;0;59;1#2;10-50;10-50;;19.50;50.0;Ingen;
0543;145431335;1;0;30;1#2;10-50;10-50;;19.50;50.0;Ingen;
0543;145431336;1;0;33;1#2;10-50;10-50;;19.50;50.0;Ingen;
0543;145431337;1;0;116;1#2;10-50;10-50;;19.50;50.0;Ingen;
0543;145431338;1;0;320;1#2;10-50;10-50;;19.50;50.0;Ingen;
0543;145431339;1;0;180;1#2;10-50;10-50;;19.50;50.0;Ingen;
0543;145431340;1;0;54;1#2;10-50;10-50;;19.50;50.0;Ingen;
0543;145431341;1;0;26;1#2;10-50;10-50;;19.50;50.0;Ingen;
0543;145431342;1;0;78;1#2;10-50;10-50;;19.50;50.0;Ingen;
0543;145431343;1;0;84;1#2;10-50;10-50;;19.50;50.0;Ingen;
0543;145431344;1;0;8;1#2;10-50;10-50;;19.50;50.0;Ingen;
0543;145431345;1;0;261;1#2;10-50;10-50;;19.50;50.0;Ingen;
0543;145431346;1;0;23;1#2;10-50;10-50;;19.50;50.0;Ingen;
0543;276827096;1;0;197;1#2;10-50;10-50;;19.50;50.0;Ingen;
0543;276827097;1;0;34;1#2;10-50;10-50;;19.50;50.0;Ingen;
0543;276827098;1;0;174;1#2;10-50;10-50;;19.50;50.0;Ingen;
0543;145431348;1;0;141;1#2;10-50;10-50;;19.50;50.0;Ingen;
0543;145431349;1;0;30;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0543;145431350;1;0;64;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0543;145431351;1;0;124;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0543;145431352;1;0;27;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0543;145431353;1;0;213;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
