*0124*2011 VEGNETT*20110511*LAST*20110511*VDB SVNT*AHT
..Eksport-dato 20110511
"10"; "10"; "10"; 18.75; 50;

Komm; TransID;kode;Fra;   Til;felt;  So;  Vi; Tel; Len; Vekt;Skilting;
0124;145111475;1;0;56;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234156009;1;0;39;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234156010;1;0;16;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234156011;1;0;14;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234156012;1;0;117;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111478;1;0;40;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111479;1;0;55;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111480;1;0;56;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111481;1;0;57;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111482;1;0;71;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111483;1;0;43;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111484;1;0;17;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111485;1;0;163;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111488;1;0;111;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111489;1;0;88;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111490;1;0;135;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234070676;1;0;99;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234070677;1;0;55;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234070678;1;0;106;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111493;1;0;106;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111494;1;0;51;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111495;1;0;70;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234070679;1;0;7;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234070680;1;0;10;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111497;1;0;138;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111498;1;0;311;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234070681;1;0;23;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111500;1;0;116;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111501;1;0;32;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111502;1;0;194;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111503;1;0;109;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234070682;1;0;82;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234070683;1;0;33;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234070684;1;0;49;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234070685;1;0;32;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111506;1;0;74;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111507;1;0;61;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111508;1;0;73;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111509;1;0;84;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111510;1;0;78;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111511;1;0;83;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111512;1;0;68;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;182881458;1;0;8;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;182881459;1;0;48;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111514;1;0;54;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111515;1;0;52;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111516;1;0;281;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111517;1;0;17;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111518;1;0;34;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111519;1;0;164;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111520;1;0;77;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111521;1;0;119;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111522;1;0;324;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111523;1;0;100;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111524;1;0;60;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111525;1;0;120;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111526;1;0;6;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111527;1;0;98;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111528;1;0;13;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111529;1;0;36;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111530;1;0;37;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111531;1;0;143;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234070686;1;0;71;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234070687;1;0;56;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111533;1;0;109;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111534;1;0;12;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111535;1;0;78;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111536;1;0;42;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111537;1;0;40;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111538;1;0;101;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111539;1;0;115;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111540;1;0;11;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111541;1;0;103;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111542;1;0;31;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111543;1;0;71;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;182881460;1;0;23;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;182881461;1;0;69;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;182881462;1;0;14;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111546;1;0;29;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234156013;1;0;113;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234156014;1;0;31;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111549;1;0;18;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111550;1;0;198;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111551;1;0;72;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234070688;1;0;693;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234070689;1;0;31;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111553;1;0;36;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111554;1;0;163;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111555;1;0;68;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111556;1;0;401;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111557;1;0;464;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111558;1;0;201;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234070690;1;0;22;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234070691;1;0;249;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111560;1;0;58;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111561;1;0;4;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111562;1;0;114;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111563;1;0;58;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111564;1;0;260;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111565;1;0;25;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111566;1;0;67;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111567;1;0;156;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;271829658;1;0;58;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234070693;1;0;32;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111572;1;0;27;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111573;1;0;124;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111574;1;0;49;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111575;1;0;45;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111576;1;0;116;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111577;1;0;125;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111578;1;0;29;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111579;1;0;90;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111580;1;0;138;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111581;1;0;401;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111582;1;0;50;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;182881467;1;0;8;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;182881468;1;0;83;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111584;1;0;84;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234070694;1;0;22;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;234070695;1;0;115;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111586;1;0;18;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111587;1;0;30;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111588;1;0;255;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0124;145111589;1;0;118;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0124;145111590;1;0;46;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0124;145111591;1;0;404;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0124;145111592;1;0;228;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0124;145111593;1;0;116;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0124;145111595;1;0;45;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111596;1;0;74;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111597;1;0;35;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111598;1;0;543;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111599;1;0;323;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111600;1;0;456;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111601;1;0;414;1#2;10-50;10-50;;19.50;50.0;Ingen;
0124;145111602;1;0;106;1#2;T8-50;10-50;;19.50;50.0;Ingen;
