*0229*2011 VEGNETT*20110511*LAST*20110511*VDB SVNT*AHT
..Eksport-dato 20110511
"10"; "10"; "10"; 18.75; 50;

Komm; TransID;kode;Fra;   Til;felt;  So;  Vi; Tel; Len; Vekt;Skilting;
0229;145181153;1;0;13;1#2;T8-40;T8-40;T8-40;15.00;40.0;Ingen;
0229;145181154;1;0;67;1#2;T8-40;T8-40;T8-40;15.00;40.0;Ingen;
0229;145181155;1;0;45;1#2;T8-40;;;15.00;40.0;Ingen;
0229;145181156;1;0;238;1#2;T8-40;;;15.00;40.0;Ingen;
0229;145181157;1;0;32;1#2;T8-40;;;15.00;40.0;Ingen;
0229;145181158;1;0;52;1#2;T8-40;;;15.00;40.0;Ingen;
0229;145181159;1;0;129;1#2;T8-40;;;15.00;40.0;Ingen;
0229;145181160;1;0;89;1#2;T8-40;;;15.00;40.0;Ingen;
0229;145181161;1;0;22;1#2;T8-40;;;19.50;40.0;Ingen;
0229;145181162;1;0;71;1#2;T8-40;;;19.50;40.0;Ingen;
0229;145181163;1;0;160;1#2;T8-40;;;19.50;40.0;Ingen;
0229;145181164;1;0;205;1#2;T8-40;;;19.50;40.0;Ingen;
0229;145181165;1;0;32;1#2;T8-40;;;19.50;40.0;Ingen;
0229;145181166;1;0;111;1#2;T8-40;;;19.50;40.0;Ingen;
0229;145181167;1;0;85;1#2;T8-40;;;19.50;40.0;Ingen;
0229;145181168;1;0;63;1#2;T8-40;;;19.50;40.0;Ingen;
0229;145181169;1;0;60;1#2;T8-40;;;19.50;40.0;Ingen;
0229;145181170;1;0;95;1#2;T8-40;;;19.50;40.0;Ingen;
0229;145181171;1;0;19;1#2;T8-40;;;19.50;40.0;Ingen;
0229;145181172;1;0;26;1#2;T8-40;;;19.50;40.0;Ingen;
0229;145181173;1;0;59;1#2;T8-40;;;19.50;40.0;Ingen;
0229;145181174;1;0;33;1#2;T8-40;;;19.50;40.0;Ingen;
0229;145181175;1;0;149;1#2;T8-40;;;15.00;40.0;Ingen;
0229;145181176;1;0;43;1#2;T8-40;;;15.00;40.0;Ingen;
0229;145181177;1;0;136;1#2;T8-40;;;19.50;40.0;Ingen;
0229;145181178;1;0;127;1#2;T8-40;;;19.50;40.0;Ingen;
0229;145181179;1;0;135;1#2;T8-40;;;19.50;40.0;Ingen;
0229;145181180;1;0;67;1#2;T8-40;;;15.00;40.0;Ingen;
0229;145181181;1;0;52;1#2;T8-40;;;15.00;40.0;Ingen;
0229;145181182;1;0;93;1#2;T8-40;;;15.00;40.0;Ingen;
0229;145181183;1;0;78;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0229;145181184;1;0;88;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0229;145181185;1;0;519;1#2;T8-40;T8-40;;19.50;40.0;Ingen;
0229;145181186;1;0;65;1#2;T8-40;T8-40;;19.50;40.0;Ingen;
0229;145181187;1;0;39;1#2;T8-40;T8-40;;19.50;40.0;Ingen;
0229;145181188;1;0;39;1#2;T8-40;T8-40;;19.50;40.0;Ingen;
0229;145181189;1;0;129;1#2;T8-40;T8-40;;19.50;40.0;Ingen;
0229;145181190;1;0;8;1#2;T8-40;T8-40;;19.50;40.0;Ingen;
0229;145181191;1;0;28;1#2;T8-40;T8-40;;19.50;40.0;Ingen;
0229;145181192;1;0;168;1#2;T8-40;T8-40;;19.50;40.0;Ingen;
0229;145181193;1;0;151;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0229;145181194;1;0;252;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0229;145181195;1;0;21;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0229;145181196;1;0;48;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0229;145181197;1;0;116;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0229;145181199;1;0;225;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0229;145181200;1;0;99;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0229;145181201;1;0;65;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0229;145181202;1;0;43;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0229;145181203;1;0;51;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0229;145181204;1;0;204;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0229;145181205;1;0;2;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0229;145181206;1;0;379;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0229;157022445;1;0;12;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0229;157022446;1;0;92;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0229;145181208;1;0;122;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0229;145181209;1;0;41;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0229;145181210;1;0;164;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0229;145181211;1;0;95;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0229;145181212;1;0;134;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0229;145181213;1;0;169;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
0229;145181214;1;0;151;1#2;T8-40;T8-40;;15.00;40.0;Ingen;
