*0135*2011 VEGNETT*20110511*LAST*20110511*VDB SVNT*AHT
..Eksport-dato 20110511
"10"; "10"; "10"; 18.75; 50;

Komm; TransID;kode;Fra;   Til;felt;  So;  Vi; Tel; Len; Vekt;Skilting;
0135;212420973;1;0;190;1#2;10-50;10-50;;19.50;50.0;Ingen;
0135;212420974;1;0;202;1#2;10-50;10-50;;19.50;50.0;Ingen;
0135;145113694;1;0;59;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113695;1;0;18;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113696;1;0;20;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;177573507;1;0;8;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;177573508;1;0;41;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113698;1;0;360;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113699;1;0;134;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113700;1;0;485;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113701;1;0;40;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113702;1;0;82;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113703;1;0;76;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113704;1;0;38;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113705;1;0;263;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113706;1;0;180;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113707;1;0;47;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113708;1;0;280;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113709;1;0;83;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113710;1;0;83;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113711;1;0;93;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113712;1;0;401;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113713;1;0;554;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113714;1;0;50;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113715;1;0;149;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
0135;145113716;1;0;127;1#2;T8-50;;T8-40;19.50;50.0;Ingen;
