*0536*2011 VEGNETT*20110511*LAST*20110511*VDB SVNT*AHT
..Eksport-dato 20110511
"10"; "10"; "10"; 18.75; 50;

Komm; TransID;kode;Fra;   Til;felt;  So;  Vi; Tel; Len; Vekt;Skilting;
0536;145429760;1;0;168;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429761;1;0;647;1#2;10-50;10-50;;19.50;50.0;Ingen;
0536;145429762;1;0;156;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429763;1;0;67;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429764;1;0;272;1#2;10-50;;8-32;19.50;50.0;Ingen;
0536;145429765;1;0;102;1#2;10-50;10-50;8-32;15.00;50.0;Ingen;
0536;234522329;1;0;18;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;234522330;1;0;92;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429767;1;0;48;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429768;1;0;138;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429769;1;0;244;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429770;1;0;534;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429771;1;0;9;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429772;1;0;45;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429773;1;0;60;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429774;1;0;72;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429775;1;0;110;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429776;1;0;206;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429777;1;0;40;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429778;1;0;227;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429779;1;0;177;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429780;1;0;1156;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429781;1;0;104;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429782;1;0;148;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429783;1;0;233;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429784;1;0;492;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429785;1;0;422;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429786;1;0;472;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429787;1;0;12;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429788;1;0;71;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429789;1;0;25;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429790;1;0;432;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429791;1;0;450;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429792;1;0;883;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429793;1;0;91;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429794;1;0;31;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429795;1;0;13;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429796;1;0;70;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429797;1;0;116;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429798;1;0;578;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429799;1;0;165;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429800;1;0;127;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429801;1;0;134;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;198228607;1;0;13;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;198228608;1;0;15;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;198228609;1;0;65;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;198228610;1;0;54;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429803;1;0;107;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429804;1;0;369;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429805;1;0;14;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429806;1;0;166;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429807;1;0;74;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429808;1;0;137;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429809;1;0;73;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429810;1;0;188;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429811;1;0;267;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429812;1;0;116;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429813;1;0;283;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429814;1;0;25;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429815;1;0;101;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429816;1;0;47;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429817;1;0;219;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429818;1;0;130;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429819;1;0;18;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429820;1;0;86;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429821;1;0;285;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429822;1;0;111;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429823;1;0;315;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429824;1;0;50;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429825;1;0;153;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429826;1;0;210;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429827;1;0;138;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429828;1;0;173;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429829;1;0;52;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429830;1;0;61;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429831;1;0;25;1#2;10-50;10-50;8-32;19.50;50.0;Ingen;
0536;145429832;1;0;64;1#2;8-32;8-32;8-32;15.00;32.0;Ingen;
0536;145429833;1;0;213;1#2;8-32;8-32;8-32;15.00;32.0;Ingen;
0536;145429834;1;0;221;1#2;8-32;8-32;8-32;15.00;32.0;Ingen;
0536;145429835;1;0;61;1#2;8-32;8-32;8-32;15.00;32.0;Ingen;
0536;145429836;1;0;85;1#2;8-32;8-32;8-32;15.00;32.0;Ingen;
0536;145429837;1;0;185;1#2;8-32;8-32;8-32;15.00;32.0;Ingen;
0536;145429838;1;0;30;1#2;8-32;8-32;8-32;15.00;32.0;Ingen;
0536;145429839;1;0;89;1#2;8-32;8-32;8-32;15.00;32.0;Ingen;
0536;145429840;1;0;74;1#2;8-32;8-32;8-32;15.00;32.0;Ingen;
0536;145429841;1;0;180;1#2;8-32;8-32;8-32;15.00;32.0;Ingen;
0536;145429842;1;0;91;1#2;8-32;8-32;8-32;15.00;32.0;Ingen;
0536;145429843;1;0;346;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429844;1;0;208;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429845;1;0;25;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429846;1;0;207;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429847;1;0;343;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429848;1;0;148;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429849;1;0;86;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429850;1;0;34;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429851;1;0;100;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429852;1;0;15;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429853;1;0;22;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429854;1;0;77;1#2;T8-50;10-50;8-32;15.00;50.0;Ingen;
0536;145429856;1;0;51;1#2;10-50;10-50;;19.50;50.0;Ingen;
0536;145429857;1;0;58;1#2;10-50;10-50;;19.50;50.0;Ingen;
0536;145429858;1;0;194;1#2;10-50;10-50;;19.50;50.0;Ingen;
0536;145429859;1;0;111;1#2;10-50;10-50;;19.50;50.0;Ingen;
0536;145429860;1;0;87;1#2;10-50;10-50;;19.50;50.0;Ingen;
