*0119*2011 VEGNETT*20110511*LAST*20110511*VDB SVNT*AHT
..Eksport-dato 20110511
"10"; "10"; "10"; 18.75; 50;

Komm; TransID;kode;Fra;   Til;felt;  So;  Vi; Tel; Len; Vekt;Skilting;
0119;145098748;1;0;866;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110484;1;0;133;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110485;1;0;109;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110486;1;0;75;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110487;1;0;126;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110488;1;0;18;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110491;1;0;89;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110492;1;0;7;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110493;1;0;72;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110494;1;0;103;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110495;1;0;61;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110496;1;0;127;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110497;1;0;70;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110498;1;0;13;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110499;1;0;54;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110500;1;0;139;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110501;1;0;54;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110502;1;0;102;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110503;1;0;59;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110504;1;0;111;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110505;1;0;72;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110506;1;0;119;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110507;1;0;128;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110508;1;0;24;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110509;1;0;118;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110510;1;0;13;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110511;1;0;31;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110512;1;0;131;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110513;1;0;41;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110514;1;0;183;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110515;1;0;25;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110516;1;0;65;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110517;1;0;45;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110518;1;0;26;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110519;1;0;69;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110520;1;0;65;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110521;1;0;66;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110522;1;0;56;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110523;1;0;260;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;159592198;1;0;39;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;159592199;1;0;40;1#2;10-50;10-50;;19.50;50.0;Ingen;
0119;145110525;1;0;6;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110526;1;0;71;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110527;1;0;36;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110528;1;0;261;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110529;1;0;266;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110530;1;0;89;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110531;1;0;15;1#2;10-50;;;19.50;50.0;Ingen;
0119;145110532;1;0;17;1#2;10-50;;;19.50;50.0;Ingen;
0119;145110533;1;0;57;1#2;10-50;;;19.50;50.0;Ingen;
0119;145110534;1;0;52;1#2;10-50;;;19.50;50.0;Ingen;
0119;145110535;1;0;58;1#2;10-50;;;19.50;50.0;Ingen;
0119;145110536;1;0;23;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110537;1;0;87;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110538;1;0;40;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110539;1;0;95;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110540;1;0;211;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110541;1;0;75;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110542;1;0;181;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110543;1;0;42;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110544;1;0;63;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0119;145110545;1;0;52;1#2;T8-50;10-50;;19.50;50.0;Ingen;
