*0520*2011 VEGNETT*20110511*LAST*20110511*VDB SVNT*AHT
..Eksport-dato 20110511
"10"; "10"; "10"; 18.75; 50;

Komm; TransID;kode;Fra;   Til;felt;  So;  Vi; Tel; Len; Vekt;Skilting;
0520;255683535;1;0;38;1#2;8-32;8-32;;15.00;32.0;Ingen;
0520;145424714;1;0;268;1#2;8-32;8-32;;15.00;32.0;Ingen;
0520;145424715;1;0;9;1#2;8-32;8-32;;15.00;32.0;Ingen;
0520;145424716;1;0;287;1#2;8-32;8-32;;15.00;32.0;Ingen;
0520;145424717;1;0;578;1#2;8-32;8-32;;15.00;32.0;Ingen;
0520;145424718;1;0;8;1#2;T8-50;;6-28;15.00;50.0;Ingen;
0520;145424719;1;0;274;1#2;T8-50;;6-28;15.00;50.0;Ingen;
0520;145424720;1;0;184;1#2;T8-50;;6-28;15.00;50.0;Ingen;
0520;145424721;1;0;20;1#2;T8-50;;6-28;15.00;50.0;Ingen;
0520;145424722;1;0;369;1#2;T8-50;;6-28;15.00;50.0;Ingen;
0520;145424723;1;0;152;1#2;T8-50;;6-28;15.00;50.0;Ingen;
0520;145424724;1;0;12;1#2;T8-50;;6-28;15.00;50.0;Ingen;
0520;145424725;1;0;395;1#2;T8-50;;6-28;15.00;50.0;Ingen;
0520;145424726;1;0;125;1#2;T8-50;;6-28;15.00;50.0;Ingen;
0520;145424727;1;0;61;1#2;T8-50;;6-28;15.00;50.0;Ingen;
0520;145424728;1;0;50;1#2;T8-50;;6-28;15.00;50.0;Ingen;
0520;145424729;1;0;123;1#2;T8-50;;6-28;15.00;50.0;Ingen;
0520;145424730;1;0;75;1#2;T8-50;;6-28;15.00;50.0;Ingen;
0520;145424731;1;0;18;1#2;T8-50;;6-28;15.00;50.0;Ingen;
0520;145424733;1;0;463;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424734;1;0;42;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424735;1;0;206;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424736;1;0;127;1#2;10-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424737;1;0;261;1#2;10-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424738;1;0;591;1#2;10-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424739;1;0;1145;1#2;10-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424740;1;0;221;1#2;T8-50;10-50;6-28;15.00;50.0;Ingen;
0520;145424741;1;0;86;1#2;T8-50;10-50;6-28;15.00;50.0;Ingen;
0520;145424742;1;0;157;1#2;T8-50;10-50;6-28;15.00;50.0;Ingen;
0520;145424743;1;0;113;1#2;T8-50;10-50;6-28;15.00;50.0;Ingen;
0520;145424744;1;0;303;1#2;T8-50;10-50;6-28;15.00;50.0;Ingen;
0520;145424745;1;0;398;1#2;T8-50;10-50;6-28;15.00;50.0;Ingen;
0520;145424746;1;0;470;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424747;1;0;158;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424748;1;0;270;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424749;1;0;51;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424750;1;0;566;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424751;1;0;196;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424752;1;0;359;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424753;1;0;216;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424754;1;0;56;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424755;1;0;633;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424755;2;0;633;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424756;1;0;74;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424757;1;0;69;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424758;1;0;807;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424759;1;0;14;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424760;1;0;1359;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424761;1;0;52;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424762;1;0;25;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424763;1;0;1005;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424764;1;0;749;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424765;1;0;102;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424766;1;0;49;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424767;1;0;27;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424768;1;0;208;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424769;1;0;453;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424770;1;0;547;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424771;1;0;545;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424772;1;0;769;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424773;1;0;199;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424774;1;0;154;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424775;1;0;45;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424776;1;0;99;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424777;1;0;399;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424778;1;0;763;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0520;145424779;1;0;394;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0520;145424780;1;0;21;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0520;145424781;1;0;21;1#2;6-28;;6-28;15.00;28.0;Ingen;
0520;145424782;1;0;156;1#2;6-28;;6-28;15.00;28.0;Ingen;
0520;145424783;1;0;52;1#2;6-28;;6-28;15.00;28.0;Ingen;
0520;145424784;1;0;16;1#2;6-28;;6-28;15.00;28.0;Ingen;
0520;145424785;1;0;175;1#2;6-28;;6-28;15.00;28.0;Ingen;
0520;145424786;1;0;34;1#2;6-28;;6-28;15.00;28.0;Ingen;
0520;145424788;1;0;89;1#2;T8-50;10-50;6-28;12.40;50.0;Ingen;
0520;145424789;1;0;314;1#2;T8-50;10-50;6-28;12.40;50.0;Ingen;
0520;145424790;1;0;407;1#2;T8-50;10-50;6-28;12.40;50.0;Ingen;
0520;145424791;1;0;15;1#2;T8-50;10-50;6-28;12.40;50.0;Ingen;
0520;145424792;1;0;53;1#2;T8-50;;6-28;15.00;50.0;Ingen;
0520;145424793;1;0;240;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424794;1;0;235;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424795;1;0;430;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424796;1;0;763;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424797;1;0;304;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424798;1;0;80;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424799;1;0;455;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424800;1;0;367;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424801;1;0;316;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424802;1;0;103;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424803;1;0;18;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424804;1;0;145;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424805;1;0;482;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424806;1;0;170;1#2;T8-50;;6-28;15.00;50.0;Ingen;
0520;145424807;1;0;111;1#2;10-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424808;1;0;36;1#2;10-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424809;1;0;138;1#2;10-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424810;1;0;84;1#2;10-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424811;1;0;37;1#2;10-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424812;1;0;5;1#2;10-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424813;1;0;34;1#2;10-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424814;1;0;48;1#2;10-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424815;1;0;46;1#2;10-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424816;1;0;115;1#2;10-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424817;1;0;80;1#2;10-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424818;1;0;248;1#2;10-50;10-50;;19.50;50.0;Ingen;
0520;145424819;1;0;455;1#2;T8-50;;6-28;15.00;50.0;Ingen;
0520;145424820;1;0;235;1#2;10-50;10-50;;19.50;50.0;Ingen;
0520;145424821;1;0;128;1#2;10-50;10-50;;19.50;50.0;Ingen;
0520;145424822;1;0;132;1#2;10-50;10-50;;19.50;50.0;Ingen;
0520;145424823;1;0;59;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424824;1;0;54;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424825;1;0;399;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424826;1;0;334;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424827;1;0;114;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424828;1;0;165;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424829;1;0;407;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424830;1;0;195;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424831;1;0;377;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424832;1;0;38;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424833;1;0;124;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424834;1;0;132;1#2;T8-50;;6-28;19.50;50.0;Ingen;
0520;145424835;1;0;99;1#2;T8-50;;6-28;15.00;50.0;Ingen;
0520;145424836;1;0;103;1#2;T8-50;;6-28;15.00;50.0;Ingen;
0520;145424837;1;0;101;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424838;1;0;86;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424839;1;0;661;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424840;1;0;700;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424841;1;0;46;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424842;1;0;113;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424843;1;0;19;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424844;1;0;472;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424845;1;0;90;1#2;T8-50;10-50;6-28;19.50;50.0;Ingen;
0520;145424846;1;0;212;1#2;10-50;10-50;;19.50;50.0;Ingen;
0520;145424847;1;0;132;1#2;10-50;10-50;;19.50;50.0;Ingen;
0520;145424848;1;0;114;1#2;10-50;10-50;;19.50;50.0;Ingen;
0520;145424849;1;0;346;1#2;10-50;10-50;;19.50;50.0;Ingen;
0520;145424850;1;0;712;1#2;10-50;10-50;;19.50;50.0;Ingen;
0520;145424851;1;0;188;1#2;T8-40;T8-40;;19.50;40.0;Ingen;
0520;145424852;1;0;101;1#2;T8-40;T8-40;;19.50;40.0;Ingen;
