*0425*2011 VEGNETT*20110511*LAST*20110511*VDB SVNT*AHT
..Eksport-dato 20110511
"10"; "10"; "10"; 18.75; 50;

Komm; TransID;kode;Fra;   Til;felt;  So;  Vi; Tel; Len; Vekt;Skilting;
0425;145322187;1;0;157;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0425;145322188;1;0;170;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322189;1;0;117;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322190;1;0;311;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322191;1;0;163;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322192;1;0;307;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322193;1;0;1863;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322194;1;0;267;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322195;1;0;10;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322196;1;0;577;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322197;1;0;168;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322198;1;0;298;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322199;1;0;129;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322200;1;0;83;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322201;1;0;419;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322202;1;0;593;1#2;T8-40;T8-40;;19.50;40.0;Ingen;
0425;145322203;1;0;51;1#2;T8-40;T8-40;;19.50;40.0;Ingen;
0425;145322204;1;0;7;1#2;T8-40;T8-40;;19.50;40.0;Ingen;
0425;145322205;1;0;18;1#2;T8-40;T8-40;;19.50;40.0;Ingen;
0425;145322206;1;0;512;1#2;T8-40;T8-40;;19.50;40.0;Ingen;
0425;145322207;1;0;1249;1#2;T8-40;T8-40;;19.50;40.0;Ingen;
0425;145322208;1;0;821;1#2;T8-40;T8-40;;19.50;40.0;Ingen;
0425;145322209;1;0;344;1#2;T8-40;T8-40;;19.50;40.0;Ingen;
0425;145322210;1;0;125;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0425;145322211;1;0;118;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0425;145322212;1;0;19;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0425;145322213;1;0;138;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0425;145322214;1;0;315;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0425;145322215;1;0;327;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0425;145322216;1;0;124;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0425;145322217;1;0;463;1#2;T8-50;10-50;;19.50;50.0;Ingen;
0425;145322218;1;0;1498;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322219;1;0;185;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322220;1;0;54;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322221;1;0;328;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322222;1;0;570;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322223;1;0;157;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322224;1;0;163;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322225;1;0;156;1#2;10-50;10-50;;19.50;50.0;Ingen;
0425;145322226;1;0;49;1#2;10-50;10-50;;19.50;50.0;Ingen;
