*0301*2011 VEGNETT*20110511*LAST*20110511*VDB SVNT*AHT
..Eksport-dato 20110511
"10"; "10"; "10"; 18.75; 50;

Komm; TransID;kode;Fra;   Til;felt;  So;  Vi; Tel; Len; Vekt;Skilting;
0301;145264296;1;0;458;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264297;1;0;83;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264298;1;0;39;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264299;1;0;42;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264300;1;0;167;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264301;1;0;127;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264302;1;0;242;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264303;1;0;281;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264343;1;0;52;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264344;1;0;11;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264345;1;0;8;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264347;1;0;41;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264348;1;0;104;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264361;1;0;42;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264362;1;0;78;2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264363;1;0;16;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264364;1;0;70;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264365;1;0;30;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264366;1;0;8;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264367;1;0;30;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264368;1;0;30;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264369;1;0;62;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264370;1;0;27;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264371;1;0;36;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264372;1;0;6;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264373;1;0;106;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264374;1;0;134;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264375;1;0;49;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264376;1;0;36;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264377;1;0;40;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264378;1;0;261;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264380;1;0;80;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264381;1;0;242;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264382;1;0;88;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264383;1;0;19;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264384;1;0;23;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264385;1;0;184;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264386;1;0;37;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264387;1;0;62;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;145264388;1;0;39;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;268293440;1;0;141;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;268293441;1;0;508;1#2;10-50;10-50;;19.50;50.0;Ingen;
0301;268293442;1;0;6;1#2;10-50;10-50;;19.50;50.0;Ingen;
